j	k	likelihood
0.09	1950	-804983.634156392
0.09	2000	-804961.155200041
0.09	2050	-804939.437266171
0.09	2100	-804918.438184786
0.09	2150	-804898.119030032
0.09	2200	-804878.443803252
0.09	2250	-804859.379153387
0.09	2300	-804840.894129514
0.09	2350	-804822.959961243
0.09	2400	-804805.54986339
0.09	2450	-804788.638861675
0.09	2500	-804772.203636951
0.09	2550	-804756.22238555
0.09	2600	-804740.6746939
0.09	2650	-804725.541425613
0.09	2700	-804710.804619711
0.09	2750	-804696.447398604
0.09	2800	-804682.453884824
0.09	2850	-804668.809125406
0.09	2900	-804655.499023311
0.09	2950	-804642.510274892
0.09	3000	-804629.830312945
0.09	3050	-804617.447254671
0.09	3100	-804605.349854138
0.09	3150	-804593.527458682
0.09	3200	-804581.969968975
0.09	3250	-804570.667802303
0.09	3300	-804559.61185883
0.09	3350	-804548.793490512
0.09	3400	-804538.204472459
0.09	3450	-804527.836976449
0.09	3500	-804517.683546514
0.09	3550	-804507.737076296
0.09	3600	-804497.990788108
0.09	3650	-804488.438213501
0.09	3700	-804479.073175211
0.09	3750	-804469.889770428
0.09	3800	-804460.882355167
0.09	3850	-804452.045529792
0.09	3900	-804443.374125452
0.09	3950	-804434.863191495
0.09	4000	-804426.507983666
0.09	4050	-804418.303953098
0.09	4100	-804410.246736025
0.09	4150	-804402.332144149
0.09	4200	-804394.556155595
0.09	4250	-804386.914906462
0.09	4300	-804379.404682873
0.09	4350	-804372.021913538
0.09	4400	-804364.763162717
0.09	4450	-804357.625123669
0.09	4500	-804350.604612404
0.09	4550	-804343.69856193
0.09	4600	-804336.904016645
0.09	4650	-804330.218127243
0.09	4700	-804323.63814578
0.09	4750	-804317.161421066
0.09	4800	-804310.785394292
0.09	4850	-804304.507594933
0.09	4900	-804298.325636809
0.09	4950	-804292.237214446
0.09	5000	-804286.240099537
0.09	5050	-804280.332137649
0.09	5100	-804274.511245108
0.09	5150	-804268.775405972
0.09	5200	-804263.122669266
0.09	5250	-804257.551146263
0.09	5300	-804252.059007969
0.09	5350	-804246.644482657
0.09	5400	-804241.305853632
0.09	5450	-804236.041456981
0.09	5500	-804230.849679545
0.09	5550	-804225.728956898
0.09	5600	-804220.677771492
0.09	5650	-804215.694650817
0.09	5700	-804210.778165734
0.09	5750	-804205.9269288
0.09	5800	-804201.139592754
0.09	5850	-804196.414848964
0.09	5900	-804191.751426067
0.09	5950	-804187.148088578
0.09	6000	-804182.603635594
0.09	6050	-804178.11689956
0.09	6100	-804173.686745106
0.09	6150	-804169.312067836
0.09	6200	-804164.991793354
0.09	6250	-804160.724876118
0.09	6300	-804156.510298507
0.09	6350	-804152.347069854
0.09	6400	-804148.234225506
0.09	6450	-804144.170825992
0.09	6500	-804140.15595616
0.09	6550	-804136.188724331
0.09	6600	-804132.26826161
0.09	6650	-804128.393721072
0.09	6700	-804124.564277074
0.09	6750	-804120.779124574
0.09	6800	-804117.037478471
0.09	6850	-804113.338572942
0.09	6900	-804109.681660913
0.09	6950	-804106.066013365
0.09	7000	-804102.490918871
0.09	7050	-804098.955682987
0.09	7100	-804095.45962776
0.09	7150	-804092.002091239
0.09	7200	-804088.582426945
0.09	7250	-804085.200003477
0.09	7300	-804081.854203993
0.09	7350	-804078.544425806
0.09	7400	-804075.270079992
0.09	7450	-804072.030590958
0.09	7500	-804068.825396057
0.09	7550	-804065.653945219
0.09	7600	-804062.515700616
0.09	7650	-804059.410136258
0.09	7700	-804056.336737721
0.09	7750	-804053.295001777
0.09	7800	-804050.284436093
0.09	7850	-804047.304558958
0.09	7900	-804044.354898922
0.09	7950	-804041.434994586
0.09	8000	-804038.544394312
0.09	8050	-804035.682655901
0.09	8100	-804032.849346438
0.09	8150	-804030.04404195
0.09	8200	-804027.266327235
0.09	8250	-804024.515795586
0.09	8300	-804021.792048589
0.09	8350	-804019.094695921
0.09	8400	-804016.423355103
0.09	8450	-804013.777651326
0.09	8500	-804011.157217239
0.09	8550	-804008.561692771
0.09	8600	-804005.990724942
0.09	8650	-804003.443967678
0.09	8700	-804000.921081648
0.09	8750	-803998.421734077
0.09	8800	-803995.945598622
0.09	8850	-803993.492355163
0.09	8900	-803991.061689698
0.09	8950	-803988.65329415
0.09	9000	-803986.266866257
0.09	9050	-803983.902109429
0.09	9100	-803981.558732585
0.09	9150	-803979.236450054
0.09	9200	-803976.934981412
0.09	9250	-803974.654051399
0.09	9300	-803972.393389773
0.09	9350	-803970.152731186
0.09	9400	-803967.931815096
0.09	9450	-803965.730385628
0.09	9500	-803963.548191483
0.09	9550	-803961.384985837
0.09	9600	-803959.240526228
0.09	9650	-803957.114574455
0.09	9700	-803955.006896492
0.09	9750	-803952.917262404
0.09	9800	-803950.84544622
0.09	9850	-803948.791225885
0.09	9900	-803946.75438314
0.09	9950	-803944.734703484
0.09	10000	-803942.731976032
0.09	10050	-803940.745993474
0.09	10100	-803938.776552003
0.09	10150	-803936.823451217
0.09	10200	-803934.886494056
0.09	10250	-803932.96548674
0.09	10300	-803931.060238677
0.09	10350	-803929.170562418
0.09	10400	-803927.296273578
0.09	10450	-803925.43719078
0.09	10500	-803923.593135577
0.09	10550	-803921.763932415
0.09	10600	-803919.949408552
0.09	10650	-803918.14939401
0.09	10700	-803916.363721523
0.09	10750	-803914.592226467
0.09	10800	-803912.834746824
0.09	10850	-803911.091123103
0.09	10900	-803909.36119834
0.09	10950	-803907.644817977
0.09	11000	-803905.941829877
0.09	11050	-803904.252084241
0.09	11100	-803902.575433564
0.09	11150	-803900.911732614
0.09	11200	-803899.260838365
0.09	11250	-803897.622609957
0.09	11300	-803895.996908645
0.09	11350	-803894.383597797
0.09	11400	-803892.782542799
0.09	11450	-803891.193611066
0.09	11500	-803889.61667197
0.09	11550	-803888.051596818
0.09	11600	-803886.498258798
0.09	11650	-803884.95653298
0.09	11700	-803883.426296234
0.09	11750	-803881.907427247
0.09	11800	-803880.399806434
0.09	11850	-803878.903315956
0.09	11900	-803877.417839656
0.09	11950	-803875.943263034
0.09	12000	-803874.479473235
0.095	50	-810269.360226567
0.095	100	-808806.10304438
0.095	150	-808023.711140115
0.095	200	-807505.810066432
0.095	250	-807126.311961159
0.095	300	-806830.931871924
0.095	350	-806591.594826786
0.095	400	-806392.006012601
0.095	450	-806221.920513494
0.095	500	-806074.505928325
0.095	550	-805944.994140644
0.095	600	-805829.935443961
0.095	650	-805726.759587295
0.095	700	-805633.504251676
0.095	750	-805548.640055508
0.095	800	-805470.953818407
0.095	850	-805399.468369151
0.095	900	-805333.386045252
0.095	950	-805272.047996679
0.095	1000	-805214.904298277
0.095	1050	-805161.491619159
0.095	1100	-805111.416279703
0.095	1150	-805064.341217519
0.095	1200	-805019.975834643
0.095	1250	-804978.067998802
0.095	1300	-804938.397676251
0.095	1350	-804900.771815188
0.095	1400	-804865.020198076
0.095	1450	-804830.992052305
0.095	1500	-804798.553259915
0.095	1550	-804767.584044452
0.095	1600	-804737.977041182
0.095	1650	-804709.6356773
0.095	1700	-804682.472804771
0.095	1750	-804656.409540274
0.095	1800	-804631.374276051
0.095	1850	-804607.301832553
0.095	1900	-804584.132729263
0.095	1950	-804561.812554779
0.095	2000	-804540.291420397
0.095	2050	-804519.523484391
0.095	2100	-804499.466536392
0.095	2150	-804480.081633062
0.095	2200	-804461.332777692
0.095	2250	-804443.186637616
0.095	2300	-804425.612294182
0.095	2350	-804408.581021037
0.095	2400	-804392.066086865
0.095	2450	-804376.042579537
0.095	2500	-804360.487248941
0.095	2550	-804345.378366142
0.095	2600	-804330.695597003
0.095	2650	-804316.419888376
0.095	2700	-804302.533365576
0.095	2750	-804289.019239712
0.095	2800	-804275.861723835
0.095	2850	-804263.045956882
0.095	2900	-804250.557934635
0.095	2950	-804238.384446834
0.095	3000	-804226.513019935
0.095	3050	-804214.931864797
0.095	3100	-804203.629828902
0.095	3150	-804192.596352574
0.095	3200	-804181.821428892
0.095	3250	-804171.295566798
0.095	3300	-804161.009757264
0.095	3350	-804150.955442079
0.095	3400	-804141.124485147
0.095	3450	-804131.509145943
0.095	3500	-804122.102055004
0.095	3550	-804112.896191276
0.095	3600	-804103.884861107
0.095	3650	-804095.061678794
0.095	3700	-804086.420548551
0.095	3750	-804077.955647674
0.095	3800	-804069.661410997
0.095	3850	-804061.532516348
0.095	3900	-804053.563871023
0.095	3950	-804045.750599165
0.095	4000	-804038.08803
0.095	4050	-804030.571686822
0.095	4100	-804023.197276741
0.095	4150	-804015.960681008
0.095	4200	-804008.857946055
0.095	4250	-804001.885275006
0.095	4300	-803995.039019777
0.095	4350	-803988.315673633
0.095	4400	-803981.711864194
0.095	4450	-803975.224346885
0.095	4500	-803968.849998738
0.095	4550	-803962.585812592
0.095	4600	-803956.428891585
0.095	4650	-803950.376444046
0.095	4700	-803944.425778573
0.095	4750	-803938.574299446
0.095	4800	-803932.81950232
0.095	4850	-803927.158970051
0.095	4900	-803921.590368916
0.095	4950	-803916.111444856
0.095	5000	-803910.720020055
0.095	5050	-803905.41398962
0.095	5100	-803900.19131848
0.095	5150	-803895.050038437
0.095	5200	-803889.988245347
0.095	5250	-803885.004096461
0.095	5300	-803880.095807912
0.095	5350	-803875.261652308
0.095	5400	-803870.499956435
0.095	5450	-803865.8090991
0.095	5500	-803861.187509092
0.095	5550	-803856.633663158
0.095	5600	-803852.146084199
0.095	5650	-803847.723339439
0.095	5700	-803843.36403875
0.095	5750	-803839.06683302
0.095	5800	-803834.830412614
0.095	5850	-803830.653505915
0.095	5900	-803826.534877886
0.095	5950	-803822.473328744
0.095	6000	-803818.467692689
0.095	6050	-803814.516836635
0.095	6100	-803810.619659096
0.095	6150	-803806.775089005
0.095	6200	-803802.98208468
0.095	6250	-803799.239632779
0.095	6300	-803795.546747324
0.095	6350	-803791.902468751
0.095	6400	-803788.305863017
0.095	6450	-803784.756020706
0.095	6500	-803781.252056258
0.095	6550	-803777.793107096
0.095	6600	-803774.378332937
0.095	6650	-803771.006915009
0.095	6700	-803767.678055353
0.095	6750	-803764.390976184
0.095	6800	-803761.144919183
0.095	6850	-803757.939144942
0.095	6900	-803754.772932311
0.095	6950	-803751.645577821
0.095	7000	-803748.556395194
0.095	7050	-803745.50471471
0.095	7100	-803742.489882799
0.095	7150	-803739.511261475
0.095	7200	-803736.568227872
0.095	7250	-803733.66017382
0.095	7300	-803730.786505367
0.095	7350	-803727.946642366
0.095	7400	-803725.140018089
0.095	7450	-803722.366078784
0.095	7500	-803719.624283353
0.095	7550	-803716.914102925
0.095	7600	-803714.235020549
0.095	7650	-803711.586530831
0.095	7700	-803708.968139608
0.095	7750	-803706.379363636
0.095	7800	-803703.819730271
0.095	7850	-803701.288777184
0.095	7900	-803698.786052049
0.095	7950	-803696.311112316
0.095	8000	-803693.86352489
0.095	8050	-803691.442865911
0.095	8100	-803689.048720484
0.095	8150	-803686.680682428
0.095	8200	-803684.338354073
0.095	8250	-803682.021346005
0.095	8300	-803679.729276868
0.095	8350	-803677.461773134
0.095	8400	-803675.218468907
0.095	8450	-803672.999005727
0.095	8500	-803670.803032382
0.095	8550	-803668.630204687
0.095	8600	-803666.480185369
0.095	8650	-803664.352643814
0.095	8700	-803662.247255956
0.095	8750	-803660.163704108
0.095	8800	-803658.101676757
0.095	8850	-803656.060868471
0.095	8900	-803654.040979699
0.095	8950	-803652.041716659
0.095	9000	-803650.062791171
0.095	9050	-803648.103920547
0.095	9100	-803646.164827445
0.095	9150	-803644.245239728
0.095	9200	-803642.344890358
0.095	9250	-803640.463517274
0.095	9300	-803638.600863263
0.095	9350	-803636.756675842
0.095	9400	-803634.930707179
0.095	9450	-803633.122713941
0.095	9500	-803631.33245721
0.095	9550	-803629.559702397
0.095	9600	-803627.804219115
0.095	9650	-803626.065781095
0.095	9700	-803624.344166089
0.095	9750	-803622.639155798
0.095	9800	-803620.950535746
0.095	9850	-803619.278095226
0.095	9900	-803617.621627203
0.095	9950	-803615.980928241
0.095	10000	-803614.355798409
0.095	10050	-803612.746041214
0.095	10100	-803611.151463526
0.095	10150	-803609.57187551
0.095	10200	-803608.007090527
0.095	10250	-803606.456925107
0.095	10300	-803604.921198855
0.095	10350	-803603.399734386
0.095	10400	-803601.892357259
0.095	10450	-803600.398895934
0.095	10500	-803598.919181692
0.095	10550	-803597.453048585
0.095	10600	-803596.000333366
0.095	10650	-803594.560875449
0.095	10700	-803593.13451685
0.095	10750	-803591.721102126
0.095	10800	-803590.320478323
0.095	10850	-803588.932494937
0.095	10900	-803587.557003863
0.095	10950	-803586.193859307
0.095	11000	-803584.842917823
0.095	11050	-803583.50403818
0.095	11100	-803582.177081364
0.095	11150	-803580.861910523
0.095	11200	-803579.558390925
0.095	11250	-803578.266389919
0.095	11300	-803576.985776899
0.095	11350	-803575.71642323
0.095	11400	-803574.458202263
0.095	11450	-803573.210989256
0.095	11500	-803571.974661363
0.095	11550	-803570.749097571
0.095	11600	-803569.534178697
0.095	11650	-803568.329787309
0.095	11700	-803567.135807747
0.095	11750	-803565.95212605
0.095	11800	-803564.778629941
0.095	11850	-803563.615208788
0.095	11900	-803562.461753566
0.095	11950	-803561.318156863
0.095	12000	-803560.18431281
0.1	50	-809906.96711131
0.1	100	-808409.36332109
0.1	150	-807613.202182063
0.1	200	-807088.447598713
0.1	250	-806705.308824788
0.1	300	-806408.0393012
0.1	350	-806167.863555468
0.1	400	-805968.107773213
0.1	450	-805798.304129706
0.1	500	-805651.480865883
0.1	550	-805522.778591489
0.1	600	-805408.685595397
0.1	650	-805306.588253113
0.1	700	-805214.493172404
0.1	750	-805130.848268686
0.1	800	-805054.423502028
0.1	850	-804984.229010685
0.1	900	-804919.457472472
0.1	950	-804859.442617039
0.1	1000	-804803.628777245
0.1	1050	-804751.548153795
0.1	1100	-804702.803575716
0.1	1150	-804657.055246172
0.1	1200	-804614.010424075
0.1	1250	-804573.415299468
0.1	1300	-804535.0485298
0.1	1350	-804498.71604837
0.1	1400	-804464.246858147
0.1	1450	-804431.489596429
0.1	1500	-804400.309707951
0.1	1550	-804370.587102744
0.1	1600	-804342.214202891
0.1	1650	-804315.09430396
0.1	1700	-804289.140192563
0.1	1750	-804264.272973914
0.1	1800	-804240.421072544
0.1	1850	-804217.519376605
0.1	1900	-804195.508501927
0.1	1950	-804174.334156433
0.1	2000	-804153.946589089
0.1	2050	-804134.300110352
0.1	2100	-804115.352673338
0.1	2150	-804097.065506879
0.1	2200	-804079.40279292
0.1	2250	-804062.331382061
0.1	2300	-804045.820542123
0.1	2350	-804029.841735045
0.1	2400	-804014.368418674
0.1	2450	-803999.375870026
0.1	2500	-803984.84102738
0.1	2550	-803970.742348904
0.1	2600	-803957.059685748
0.1	2650	-803943.774167876
0.1	2700	-803930.868101232
0.1	2750	-803918.324874807
0.1	2800	-803906.128876579
0.1	2850	-803894.265417353
0.1	2900	-803882.720661554
0.1	2950	-803871.481564301
0.1	3000	-803860.535814083
0.1	3050	-803849.871780433
0.1	3100	-803839.478466135
0.1	3150	-803829.345463452
0.1	3200	-803819.462914023
0.1	3250	-803809.82147202
0.1	3300	-803800.412270382
0.1	3350	-803791.226889606
0.1	3400	-803782.257329103
0.1	3450	-803773.495980715
0.1	3500	-803764.935604254
0.1	3550	-803756.569304933
0.1	3600	-803748.390512396
0.1	3650	-803740.392961354
0.1	3700	-803732.570673589
0.1	3750	-803724.917941223
0.1	3800	-803717.429311205
0.1	3850	-803710.099570858
0.1	3900	-803702.923734394
0.1	3950	-803695.897030393
0.1	4000	-803689.014890074
0.1	4050	-803682.272936368
0.1	4100	-803675.666973675
0.1	4150	-803669.192978351
0.1	4200	-803662.847089696
0.1	4250	-803656.625601592
0.1	4300	-803650.52495465
0.1	4350	-803644.541728811
0.1	4400	-803638.67263642
0.1	4450	-803632.914515699
0.1	4500	-803627.264324657
0.1	4550	-803621.71913527
0.1	4600	-803616.276128109
0.1	4650	-803610.932587182
0.1	4700	-803605.685895121
0.1	4750	-803600.533528649
0.1	4800	-803595.473054258
0.1	4850	-803590.502124147
0.1	4900	-803585.618472437
0.1	4950	-803580.819911455
0.1	5000	-803576.104328372
0.1	5050	-803571.469681926
0.1	5100	-803566.913999337
0.1	5150	-803562.435373391
0.1	5200	-803558.031959666
0.1	5250	-803553.701973931
0.1	5300	-803549.443689605
0.1	5350	-803545.255435432
0.1	5400	-803541.135593205
0.1	5450	-803537.082595641
0.1	5500	-803533.094924327
0.1	5550	-803529.171107803
0.1	5600	-803525.309719703
0.1	5650	-803521.509377016
0.1	5700	-803517.768738389
0.1	5750	-803514.086502553
0.1	5800	-803510.461406802
0.1	5850	-803506.892225516
0.1	5900	-803503.37776881
0.1	5950	-803499.916881184
0.1	6000	-803496.508440294
0.1	6050	-803493.151355701
0.1	6100	-803489.844567749
0.1	6150	-803486.587046463
0.1	6200	-803483.377790469
0.1	6250	-803480.21582602
0.1	6300	-803477.100205985
0.1	6350	-803474.030008974
0.1	6400	-803471.004338407
0.1	6450	-803468.022321703
0.1	6500	-803465.083109427
0.1	6550	-803462.185874547
0.1	6600	-803459.32981164
0.1	6650	-803456.514136245
0.1	6700	-803453.738084094
0.1	6750	-803451.000910495
0.1	6800	-803448.301889695
0.1	6850	-803445.640314245
0.1	6900	-803443.015494446
0.1	6950	-803440.426757767
0.1	7000	-803437.873448288
0.1	7050	-803435.354926222
0.1	7100	-803432.870567366
0.1	7150	-803430.419762639
0.1	7200	-803428.001917626
0.1	7250	-803425.616452117
0.1	7300	-803423.262799682
0.1	7350	-803420.940407254
0.1	7400	-803418.648734734
0.1	7450	-803416.387254593
0.1	7500	-803414.155451517
0.1	7550	-803411.952822036
0.1	7600	-803409.778874203
0.1	7650	-803407.633127205
0.1	7700	-803405.515111114
0.1	7750	-803403.424366519
0.1	7800	-803401.360444255
0.1	7850	-803399.322905104
0.1	7900	-803397.311319533
0.1	7950	-803395.325267403
0.1	8000	-803393.364337699
0.1	8050	-803391.428128309
0.1	8100	-803389.516245777
0.1	8150	-803387.628305033
0.1	8200	-803385.763929199
0.1	8250	-803383.922749378
0.1	8300	-803382.104404387
0.1	8350	-803380.308540603
0.1	8400	-803378.534811754
0.1	8450	-803376.782878703
0.1	8500	-803375.052409282
0.1	8550	-803373.343078113
0.1	8600	-803371.654566419
0.1	8650	-803369.986561856
0.1	8700	-803368.338758346
0.1	8750	-803366.710855945
0.1	8800	-803365.102560664
0.1	8850	-803363.513584307
0.1	8900	-803361.943644342
0.1	8950	-803360.392463784
0.1	9000	-803358.85977101
0.1	9050	-803357.345299653
0.1	9100	-803355.848788494
0.1	9150	-803354.369981295
0.1	9200	-803352.908626691
0.1	9250	-803351.464478092
0.1	9300	-803350.037293549
0.1	9350	-803348.62683567
0.1	9400	-803347.232871454
0.1	9450	-803345.855172265
0.1	9500	-803344.493513667
0.1	9550	-803343.147675351
0.1	9600	-803341.817441045
0.1	9650	-803340.502598413
0.1	9700	-803339.202938953
0.1	9750	-803337.918257932
0.1	9800	-803336.648354289
0.1	9850	-803335.393030538
0.1	9900	-803334.152092722
0.1	9950	-803332.925350296
0.1	10000	-803331.712616077
0.1	10050	-803330.513706159
0.1	10100	-803329.32843983
0.1	10150	-803328.156639534
0.1	10200	-803326.998130759
0.1	10250	-803325.852742014
0.1	10300	-803324.720304723
0.1	10350	-803323.600653198
0.1	10400	-803322.493624543
0.1	10450	-803321.39905863
0.1	10500	-803320.316798006
0.1	10550	-803319.246687863
0.1	10600	-803318.188575966
