"","V1","V2","likelihood_estimates"
"758",0.08,870,-4637325.46759509
"759",0.08,885,-4637972.2696651
"760",0.08,900,-4638608.56183563
"761",0.08,915,-4639234.68274397
"762",0.08,930,-4639850.95486241
"763",0.08,945,-4640457.68551233
"764",0.08,960,-4641055.16780136
"765",0.08,975,-4641643.6814888
"766",0.08,990,-4642223.49378484
"767",0.08,1005,-4642794.8600935
"768",0.08,1020,-4643358.0246978
"769",0.08,1035,-4643913.22139841
"770",0.08,1050,-4644460.67410663
"771",0.08,1065,-4645000.59739421
"772",0.08,1080,-4645533.19700809
"773",0.08,1095,-4646058.67034847
"774",0.08,1110,-4646577.20691473
"775",0.08,1125,-4647088.9887226
"776",0.08,1140,-4647594.19069435
"777",0.08,1155,-4648092.98102248
"778",0.08,1170,-4648585.52151234
"779",0.08,1185,-4649071.96790153
"780",0.08,1200,-4649552.47015998
"781",0.08,1215,-4650027.17277236
"782",0.08,1230,-4650496.21500226
"783",0.08,1245,-4650959.73114207
"784",0.08,1260,-4651417.85074639
"785",0.08,1275,-4651870.69885338
"786",0.08,1290,-4652318.39619206
"787",0.08,1305,-4652761.05937911
"788",0.08,1320,-4653198.80110368
"789",0.08,1335,-4653631.73030164
"790",0.08,1350,-4654059.95232125
"791",0.08,1365,-4654483.56907917
"792",0.08,1380,-4654902.67920819
"793",0.08,1395,-4655317.37819692
"794",0.08,1410,-4655727.75852225
"795",0.08,1425,-4656133.90977537
"796",0.08,1440,-4656535.91878006
"797",0.08,1455,-4656933.86970622
"798",0.08,1470,-4657327.84417683
"799",0.08,1485,-4657717.92137064
"800",0.08,1500,-4658104.17811756
"801",0.09,15,-4509519.09991294
"802",0.09,30,-4528806.43815124
"803",0.09,45,-4541734.65838355
"804",0.09,60,-4551514.89440199
"805",0.09,75,-4559404.43947593
"806",0.09,90,-4566027.60933024
"807",0.09,105,-4571741.15145875
"808",0.09,120,-4576768.64670676
"809",0.09,135,-4581259.71685071
"810",0.09,150,-4585319.53061343
"811",0.09,165,-4589024.89161269
"812",0.09,180,-4592433.63402295
"813",0.09,195,-4595590.41615289
"814",0.09,210,-4598530.45400766
"815",0.09,225,-4601282.01694371
"816",0.09,240,-4603868.14812006
"817",0.09,255,-4606307.88225274
"818",0.09,270,-4608617.12746665
"819",0.09,285,-4610809.31678188
"820",0.09,300,-4612895.89796633
"821",0.09,315,-4614886.70766896
"822",0.09,330,-4616790.26120442
"823",0.09,345,-4618613.97985449
"824",0.09,360,-4620364.37120936
"825",0.09,375,-4622047.17374129
"826",0.09,390,-4623667.47381585
"827",0.09,405,-4625229.80121683
"828",0.09,420,-4626738.20776347
"829",0.09,435,-4628196.33249098
"830",0.09,450,-4629607.45606338
"831",0.09,465,-4630974.54648613
"832",0.09,480,-4632300.29774355
"833",0.09,495,-4633587.1626301
"834",0.09,510,-4634837.38080087
"835",0.09,525,-4636053.00284876
"836",0.09,540,-4637235.91106908
"837",0.09,555,-4638387.83744297
"838",0.09,570,-4639510.37927739
"839",0.09,585,-4640605.01285723
"840",0.09,600,-4641673.10540689
"841",0.09,615,-4642715.925608
"842",0.09,630,-4643734.65287369
"843",0.09,645,-4644730.38555828
"844",0.09,660,-4645704.14823884
"845",0.09,675,-4646656.89819868
"846",0.09,690,-4647589.53120977
"847",0.09,705,-4648502.88670807
"848",0.09,720,-4649397.7524337
"849",0.09,735,-4650274.86860147
"850",0.09,750,-4651134.93165987
"851",0.09,765,-4651978.59768408
"852",0.09,780,-4652806.48544521
"853",0.09,795,-4653619.1791934
"854",0.09,810,-4654417.23118668
"855",0.09,825,-4655201.16398943
"856",0.09,840,-4655971.47257038
"857",0.09,855,-4656728.6262162
"858",0.09,870,-4657473.07028296
"859",0.09,885,-4658205.22779955
"860",0.09,900,-4658925.50094062
"861",0.09,915,-4659634.2723767
"862",0.09,930,-4660331.90651975
"863",0.09,945,-4661018.75066925
"864",0.09,960,-4661695.13606846
"865",0.09,975,-4662361.37888334
"866",0.09,990,-4663017.78110469
"867",0.09,1005,-4663664.63138544
"868",0.09,1020,-4664302.20581675
"869",0.09,1035,-4664930.76864765
"870",0.09,1050,-4665550.57295454
"871",0.09,1065,-4666161.8612641
"872",0.09,1080,-4666764.86613205
"873",0.09,1095,-4667359.81068431
"874",0.09,1110,-4667946.90912071
"875",0.09,1125,-4668526.36718616
"876",0.09,1140,-4669098.3826103
"877",0.09,1155,-4669663.14552028
"878",0.09,1170,-4670220.83882524
"879",0.09,1185,-4670771.63857889
"880",0.09,1200,-4671315.71431828
"881",0.09,1215,-4671853.22938164
"882",0.09,1230,-4672384.34120821
"883",0.09,1245,-4672909.20161935
"884",0.09,1260,-4673427.95708296
"885",0.09,1275,-4673940.74896319
"886",0.09,1290,-4674447.71375478
"887",0.09,1305,-4674948.98330485
"888",0.09,1320,-4675444.68502238
"889",0.09,1335,-4675934.94207489
"890",0.09,1350,-4676419.87357491
"891",0.09,1365,-4676899.59475745
"892",0.09,1380,-4677374.21714589
"893",0.09,1395,-4677843.84870989
"894",0.09,1410,-4678308.594016
"895",0.09,1425,-4678768.55436823
"896",0.09,1440,-4679223.82794368
"897",0.09,1455,-4679674.50991959
"898",0.09,1470,-4680120.69259484
"899",0.09,1485,-4680562.46550469
"900",0.09,1500,-4680999.91553071
"901",0.1,15,-4512719.00331181
"902",0.1,30,-4534230.77758903
"903",0.1,45,-4548643.1381608
"904",0.1,60,-4559546.10133163
"905",0.1,75,-4568342.17467466
"906",0.1,90,-4575727.24388266
"907",0.1,105,-4582098.81971507
"908",0.1,120,-4587705.9916917
"909",0.1,135,-4592715.44100667
"910",0.1,150,-4597244.32501089
"911",0.1,165,-4601378.20300446
"912",0.1,180,-4605181.50370108
"913",0.1,195,-4608703.97911671
"914",0.1,210,-4611984.86342976
"915",0.1,225,-4615055.65283093
"916",0.1,240,-4617942.02186409
"917",0.1,255,-4620665.17982813
"918",0.1,270,-4623242.85303467
"919",0.1,285,-4625690.01047955
"920",0.1,300,-4628019.40948202
"921",0.1,315,-4630242.01243321
"922",0.1,330,-4632367.30959413
"923",0.1,345,-4634403.57229876
"924",0.1,360,-4636358.05384817
"925",0.1,375,-4638237.15056731
"926",0.1,390,-4640046.53215606
"927",0.1,405,-4641791.24811197
"928",0.1,420,-4643475.81531448
"929",0.1,435,-4645104.29064363
"930",0.1,450,-4646680.33160357
"931",0.1,465,-4648207.24725514
"932",0.1,480,-4649688.04126316
"933",0.1,495,-4651125.44848139
"934",0.1,510,-4652521.96620464
"935",0.1,525,-4653879.881
"936",0.1,540,-4655201.29184353
"937",0.1,555,-4656488.13016146
"938",0.1,570,-4657742.17725773
"939",0.1,585,-4658965.07952858
"940",0.1,600,-4660158.36179301
"941",0.1,615,-4661323.4390137
"942",0.1,630,-4662461.62663422
"943",0.1,645,-4663574.14972734
"944",0.1,660,-4664662.15111258
"945",0.1,675,-4665726.69858027
"946",0.1,690,-4666768.79133905
"947",0.1,705,-4667789.36578249
"948",0.1,720,-4668789.30066232
"949",0.1,735,-4669769.42173685
"950",0.1,750,-4670730.50596177
"951",0.1,765,-4671673.28527123
"952",0.1,780,-4672598.45000079
"953",0.1,795,-4673506.65198919
"954",0.1,810,-4674398.50739726
"955",0.1,825,-4675274.59927136
"956",0.1,840,-4676135.47988108
"957",0.1,855,-4676981.67285394
"958",0.1,870,-4677813.67512724
"959",0.1,885,-4678631.95873677
"960",0.1,900,-4679436.97245707
"961",0.1,915,-4680229.14330963
"962",0.1,930,-4681008.87794968
"963",0.1,945,-4681776.56394398
"964",0.1,960,-4682532.57095047
"965",0.1,975,-4683277.25180798
"966",0.1,990,-4684010.94354305
"967",0.1,1005,-4684733.96830345
"968",0.1,1020,-4685446.63422377
"969",0.1,1035,-4686149.23622774
"970",0.1,1050,-4686842.05677565
"971",0.1,1065,-4687525.36655745
"972",0.1,1080,-4688199.42513931
"973",0.1,1095,-4688864.48156751
"974",0.1,1110,-4689520.774929
"975",0.1,1125,-4690168.53487812
"976",0.1,1140,-4690807.98212611
"977",0.1,1155,-4691439.3289019
"978",0.1,1170,-4692062.77938068
"979",0.1,1185,-4692678.53008883
"980",0.1,1200,-4693286.77028079
"981",0.1,1215,-4693887.68229515
"982",0.1,1230,-4694481.4418875
"983",0.1,1245,-4695068.21854477
"984",0.1,1260,-4695648.17578042
"985",0.1,1275,-4696221.47141189
"986",0.1,1290,-4696788.25782386
"987",0.1,1305,-4697348.68221391
"988",0.1,1320,-4697902.88682686
"989",0.1,1335,-4698451.00917431
"990",0.1,1350,-4698993.18224274
"991",0.1,1365,-4699529.53469121
"992",0.1,1380,-4700060.19103643
"993",0.1,1395,-4700585.27182901
"994",0.1,1410,-4701104.89382177
"995",0.1,1425,-4701619.17012603
"996",0.1,1440,-4702128.21036328
"997",0.1,1455,-4702632.12080726
"998",0.1,1470,-4703131.00451852
"999",0.1,1485,-4703624.96147343
"1000",0.1,1500,-4704114.08868598
"1001",0.11,15,-4515989.84903207
"1002",0.11,30,-4539740.25990234
"1003",0.11,45,-4555644.95776661
"1004",0.11,60,-4567676.76960959
"1005",0.11,75,-4577384.39942466
"1006",0.11,90,-4585535.69732331
"1007",0.11,105,-4592569.13986811
"1008",0.11,120,-4598759.44556981
"1009",0.11,135,-4604290.43355448
"1010",0.11,150,-4609291.3044676
"1011",0.11,165,-4613856.41318852
"1012",0.11,180,-4618056.81314956
"1013",0.11,195,-4621947.37355873
"1014",0.11,210,-4625571.36546109
"1015",0.11,225,-4628963.5270484
"1016",0.11,240,-4632152.17675106
"1017",0.11,255,-4635160.70889746
"1018",0.11,270,-4638008.67681955
"1019",0.11,285,-4640712.59303724
"1020",0.11,300,-4643286.53092838
"1021",0.11,315,-4645742.58428303
"1022",0.11,330,-4648091.22326292
"1023",0.11,345,-4650341.57361987
"1024",0.11,360,-4652501.63823752
"1025",0.11,375,-4654578.47474386
"1026",0.11,390,-4656578.33926562
"1027",0.11,405,-4658506.80379586
"1028",0.11,420,-4660368.85278827
"1029",0.11,435,-4662168.96324886
"1030",0.11,450,-4663911.17159818
"1031",0.11,465,-4665599.12984858
"1032",0.11,480,-4667236.15308346
"1033",0.11,495,-4668825.259811
"1034",0.11,510,-4670369.206437
"1035",0.11,525,-4671870.51686007
"1036",0.11,540,-4673331.50799494
"1037",0.11,555,-4674754.3118785
"1038",0.11,570,-4676140.89489612
"1039",0.11,585,-4677493.07456506
"1040",0.11,600,-4678812.53424152
"1041",0.11,615,-4680100.83605006
"1042",0.11,630,-4681359.43228979
"1043",0.11,645,-4682589.67552547
"1044",0.11,660,-4683792.82754537
"1045",0.11,675,-4684970.06733114
"1046",0.11,690,-4686122.49817106
"1047",0.11,705,-4687251.15402405
"1048",0.11,720,-4688357.00522602
"1049",0.11,735,-4689440.96362166
"1050",0.11,750,-4690503.8871863
"1051",0.11,765,-4691546.58419931
"1052",0.11,780,-4692569.81702153
"1053",0.11,795,-4693574.30551802
"1054",0.11,810,-4694560.73016829
"1055",0.11,825,-4695529.73489632
"1056",0.11,840,-4696481.92964943
"1057",0.11,855,-4697417.89275465
"1058",0.11,870,-4698338.17307311
"1059",0.11,885,-4699243.29197393
"1060",0.11,900,-4700133.74514385
"1061",0.11,915,-4701010.00425335
"1062",0.11,930,-4701872.51848589
"1063",0.11,945,-4702721.71594944
"1064",0.11,960,-4703558.00497784
"1065",0.11,975,-4704381.77533292
"1066",0.11,990,-4705193.39931836
"1067",0.11,1005,-4705993.23280721
"1068",0.11,1020,-4706781.61619897
"1069",0.11,1035,-4707558.87530551
"1070",0.11,1050,-4708325.32217448
"1071",0.11,1065,-4709081.25585686
"1072",0.11,1080,-4709826.96311904
"1073",0.11,1095,-4710562.7191091
"1074",0.11,1110,-4711288.78797773
"1075",0.11,1125,-4712005.4234576
"1076",0.11,1140,-4712712.86940497
"1077",0.11,1155,-4713411.36030794
"1078",0.11,1170,-4714101.12176
"1079",0.11,1185,-4714782.37090687
"1080",0.11,1200,-4715455.31686262
"1081",0.11,1215,-4716120.16110239
"1082",0.11,1230,-4716777.09783129
"1083",0.11,1245,-4717426.31432965
"1084",0.11,1260,-4718067.99128044
"1085",0.11,1275,-4718702.30307486
"1086",0.11,1290,-4719329.41810288
"1087",0.11,1305,-4719949.49902551
"1088",0.11,1320,-4720562.70303223
"1089",0.11,1335,-4721169.18208466
"1090",0.11,1350,-4721769.08314588
"1091",0.11,1365,-4722362.54839752
"1092",0.11,1380,-4722949.71544637
"1093",0.11,1395,-4723530.71751792
"1094",0.11,1410,-4724105.68364143
"1095",0.11,1425,-4724674.73882421
"1096",0.11,1440,-4725238.00421794
"1097",0.11,1455,-4725795.59727547
"1098",0.11,1470,-4726347.63190021
"1099",0.11,1485,-4726894.21858831
"1100",0.11,1500,-4727435.46456307
"1101",0.12,15,-4519329.76968767
"1102",0.12,30,-4545332.47801762
"1103",0.12,45,-4562737.34866919
"1104",0.12,60,-4575903.83418537
"1105",0.12,75,-4586527.78806516
"1106",0.12,90,-4595449.40766877
"1107",0.12,105,-4603148.33191687
"1108",0.12,120,-4609925.02500614
"1109",0.12,135,-4615980.52007344
"1110",0.12,150,-4621456.11395629
"1111",0.12,165,-4626454.99566299
"1112",0.12,180,-4631054.87245924
"1113",0.12,195,-4635315.75336092
"1114",0.12,210,-4639284.96425609
"1115",0.12,225,-4643000.49989617
"1116",0.12,240,-4646493.33458228
"1117",0.12,255,-4649789.05767115
"1118",0.12,270,-4652909.0579605
"1119",0.12,285,-4655871.3986975
"1120",0.12,300,-4658691.47552451
"1121",0.12,315,-4661382.51901898
"1122",0.12,330,-4663955.98395565
"1123",0.12,345,-4666421.85465449
"1124",0.12,360,-4668788.88725817
"1125",0.12,375,-4671064.80397245
"1126",0.12,390,-4673256.45028214
"1127",0.12,405,-4675369.92331164
"1128",0.12,420,-4677410.67746991
"1129",0.12,435,-4679383.61204677
"1130",0.12,450,-4681293.14434262
"1131",0.12,465,-4683143.2711133
"1132",0.12,480,-4684937.62050253
"1133",0.12,495,-4686679.49618025
"1134",0.12,510,-4688371.915051
"1135",0.12,525,-4690017.63962631
"1136",0.12,540,-4691619.20594452
"1137",0.12,555,-4693178.94775283
"1138",0.12,570,-4694699.01753974
"1139",0.12,585,-4696181.40489514
"1140",0.12,600,-4697627.95259966
"1141",0.12,615,-4699040.3707695
"1142",0.12,630,-4700420.24933532
"1143",0.12,645,-4701769.06908248
"1144",0.12,660,-4703088.21145138
"1145",0.12,675,-4704378.96725733
"1146",0.12,690,-4705642.54447461
"1147",0.12,705,-4706880.07519716
"1148",0.12,720,-4708092.62188521
"1149",0.12,735,-4709281.18297808
"1150",0.12,750,-4710446.69795305
"1151",0.12,765,-4711590.05189137
"1152",0.12,780,-4712712.07961191
"1153",0.12,795,-4713813.56941726
"1154",0.12,810,-4714895.26649614
"1155",0.12,825,-4715957.87602123
"1156",0.12,840,-4717002.06597149
"1157",0.12,855,-4718028.46971028
"1158",0.12,870,-4719037.6883436
"1159",0.12,885,-4720030.29287967
"1160",0.12,900,-4721006.82621149
"1161",0.12,915,-4721967.80493726
"1162",0.12,930,-4722913.72103673
"1163",0.12,945,-4723845.04341462
"1164",0.12,960,-4724762.21932617
"1165",0.12,975,-4725665.67569195
"1166",0.12,990,-4726555.82031682
"1167",0.12,1005,-4727433.04301614
"1168",0.12,1020,-4728297.7166621
"1169",0.12,1035,-4729150.19815367
"1170",0.12,1050,-4729990.82931839
"1171",0.12,1065,-4730819.93775161
"1172",0.12,1080,-4731637.83759791
"1173",0.12,1095,-4732444.83027829
"1174",0.12,1110,-4733241.20517136
"1175",0.12,1125,-4734027.24024635
"1176",0.12,1140,-4734803.20265794
"1177",0.12,1155,-4735569.3493007
"1178",0.12,1170,-4736325.92732883
"1179",0.12,1185,-4737073.17464451
"1180",0.12,1200,-4737811.32035423
"1181",0.12,1215,-4738540.58519817
"1182",0.12,1230,-4739261.18195436
"1183",0.12,1245,-4739973.31581698
"1184",0.12,1260,-4740677.18475382
"1185",0.12,1275,-4741372.97984235
"1186",0.12,1290,-4742060.88558666
"1187",0.12,1305,-4742741.08021599
"1188",0.12,1320,-4743413.73596676
"1189",0.12,1335,-4744079.01934911
"1190",0.12,1350,-4744737.09139808
"1191",0.12,1365,-4745388.10791149
"1192",0.12,1380,-4746032.21967624
"1193",0.12,1395,-4746669.5726797
"1194",0.12,1410,-4747300.3083126
"1195",0.12,1425,-4747924.56356048
"1196",0.12,1440,-4748542.4711854
"1197",0.12,1455,-4749154.15989682
"1198",0.12,1470,-4749759.75451684
"1199",0.12,1485,-4750359.3761345
"1200",0.12,1500,-4750953.14225429
"1201",0.13,15,-4522736.97685546
"1202",0.13,30,-4551005.11123538
"1203",0.13,45,-4569917.62991234
"1204",0.13,60,-4584224.31798384
"1205",0.13,75,-4595769.10347108
"1206",0.13,90,-4605464.90237289
"1207",0.13,105,-4613832.70653889
"1208",0.13,120,-4621198.83888723
"1209",0.13,135,-4627781.62015714
"1210",0.13,150,-4633734.49446815
"1211",0.13,165,-4639169.52212179
"1212",0.13,180,-4644171.09223503
"1213",0.13,195,-4648804.3753562
"1214",0.13,210,-4653120.76945092
"1215",0.13,225,-4657161.53976701
"1216",0.13,240,-4660960.32792656
"1217",0.13,255,-4664544.92785571
"1218",0.13,270,-4667938.57186033
"1219",0.13,285,-4671160.88077043
"1220",0.13,300,-4674228.57838782
"1221",0.13,315,-4677156.03719014
"1222",0.13,330,-4679955.70103237
"1223",0.13,345,-4682638.41673302
"1224",0.13,360,-4685213.69717048
"1225",0.13,375,-4687689.93222368
"1226",0.13,390,-4690074.5595038
"1227",0.13,405,-4692374.20375433
"1228",0.13,420,-4694594.79158383
"1229",0.13,435,-4696741.64659966
"1230",0.13,450,-4698819.56883131
"1231",0.13,465,-4700832.90146561
"1232",0.13,480,-4702785.58725017
"1233",0.13,495,-4704681.21643401
"1234",0.13,510,-4706523.06772483
"1235",0.13,525,-4708314.1434507
"1236",0.13,540,-4710057.19988699
"1237",0.13,555,-4711754.77352352
"1238",0.13,570,-4713409.20391049
"1239",0.13,585,-4715022.65360286
"1240",0.13,600,-4716597.12563823
"1241",0.13,615,-4718134.47890203
"1242",0.13,630,-4719636.44168419
"1243",0.13,645,-4721104.62367299
"1244",0.13,660,-4722540.52660125
"1245",0.13,675,-4723945.55372088
"1246",0.13,690,-4725321.01825783
"1247",0.13,705,-4726668.15097617
"1248",0.13,720,-4727988.10696458
"1249",0.13,735,-4729281.97173392
"1250",0.13,750,-4730550.76671387
"1251",0.13,765,-4731795.45421537
"1252",0.13,780,-4733016.94191995
"1253",0.13,795,-4734216.08695184
"1254",0.13,810,-4735393.69957468
"1255",0.13,825,-4736550.5465566
"1256",0.13,840,-4737687.35423874
"1257",0.13,855,-4738804.81133565
"1258",0.13,870,-4739903.57149833
"1259",0.13,885,-4740984.2556608
"1260",0.13,900,-4742047.45419504
"1261",0.13,915,-4743093.72888892
"1262",0.13,930,-4744123.61476809
"1263",0.13,945,-4745137.6217734
"1264",0.13,960,-4746136.23630999
"1265",0.13,975,-4747119.922677
"1266",0.13,990,-4748089.12439074
"1267",0.13,1005,-4749044.2654109
"1268",0.13,1020,-4749985.7512757
"1269",0.13,1035,-4750913.97015756
"1270",0.13,1050,-4751829.29384302
"1271",0.13,1065,-4752732.07864415
"1272",0.13,1080,-4753622.66624852
"1273",0.13,1095,-4754501.38450988
"1274",0.13,1110,-4755368.54818757
"1275",0.13,1125,-4756224.45963627
"1276",0.13,1140,-4757069.40945096
"1277",0.13,1155,-4757903.67707038
"1278",0.13,1170,-4758727.53134198
"1279",0.13,1185,-4759541.23105252
"1280",0.13,1200,-4760345.02542441
"1281",0.13,1215,-4761139.15458281
"1282",0.13,1230,-4761923.84999388
"1283",0.13,1245,-4762699.33487731
"1284",0.13,1260,-4763465.82459387
"1285",0.13,1275,-4764223.52701169
"1286",0.13,1290,-4764972.64285018
"1287",0.13,1305,-4765713.36600512
"1288",0.13,1320,-4766445.8838543
"1289",0.13,1335,-4767170.37754865
"1290",0.13,1350,-4767887.02228418
"1291",0.13,1365,-4768595.98756161
"1292",0.13,1380,-4769297.43743141
"1293",0.13,1395,-4769991.53072423
"1294",0.13,1410,-4770678.42127207
"1295",0.13,1425,-4771358.25811459
"1296",0.13,1440,-4772031.18569836
"1297",0.13,1455,-4772697.34406278
"1298",0.13,1470,-4773356.86901845
"1299",0.13,1485,-4774009.8923161
"1300",0.13,1500,-4774656.54180681
"1301",0.14,15,-4526209.75556324
"1302",0.14,30,-4556755.91922255
"1303",0.14,45,-4577183.2021861
"1304",0.14,60,-4592635.32618856
"1305",0.14,75,-4605105.19156977
"1306",0.14,90,-4615578.79306256
"1307",0.14,105,-4624618.66002627
"1308",0.14,120,-4632577.08343107
"1309",0.14,135,-4639689.74267861
"1310",0.14,150,-4646122.27840789
"1311",0.14,165,-4651995.65795994
"1312",0.14,180,-4657400.97919463
"1313",0.14,195,-4662408.59500157
"1314",0.14,210,-4667073.9919004
"1315",0.14,225,-4671441.71893106
"1316",0.14,240,-4675548.09594241
"1317",0.14,255,-4679423.13049934
"1318",0.14,270,-4683091.90605142
"1319",0.14,285,-4686575.60750717
"1320",0.14,300,-4689892.29240728
"1321",0.14,315,-4693057.47996138
"1322",0.14,330,-4696084.60732272
"1323",0.14,345,-4698985.38751225
"1324",0.14,360,-4701770.09342188
"1325",0.14,375,-4704447.78551514
"1326",0.14,390,-4707026.49613238
"1327",0.14,405,-4709513.3799729
"1328",0.14,420,-4711914.83795273
"1329",0.14,435,-4714236.61990409
"1330",0.14,450,-4716483.9103199
"1331",0.14,465,-4718661.40039767
"1332",0.14,480,-4720773.34893584
"1333",0.14,495,-4722823.63408865
"1334",0.14,510,-4724815.79758691
"1335",0.14,525,-4726753.08270133
"1336",0.14,540,-4728638.46698479
"1337",0.14,555,-4730474.69063407
"1338",0.14,570,-4732264.28115671
"1339",0.14,585,-4734009.57490628
"1340",0.14,600,-4735712.73595411
"1341",0.14,615,-4737375.77268106
"1342",0.14,630,-4739000.55241503
"1343",0.14,645,-4740588.81438347
"1344",0.14,660,-4742142.18120934
"1345",0.14,675,-4743662.16914188
"1346",0.14,690,-4745150.1971872
"1347",0.14,705,-4746607.59527817
"1348",0.14,720,-4748035.61160104
"1349",0.14,735,-4749435.41918266
"1350",0.14,750,-4750808.12182536
"1351",0.14,765,-4752154.75946695
"1352",0.14,780,-4753476.31302912
